fuel_type,accidents,luxury_brand,engine_size,automatic_transmission,car_age,mileage_status,external_color,internal_color,metallic_color,price
Gasoline,No,No,5.3,Yes,2,verylow,White,Black,No,57000
Gasoline,No,No,2,Yes,14,low,Gray,Black,No,8900
Gasoline,No,No,6.2,No,3,low,Blue,Gray,No,43500
Diesel,Yes,No,6.5,Yes,27,avg,Other,Beige,No,19500
Diesel,No,Yes,3,Yes,10,low,Silver,Black,No,26500
Gasoline,No,Yes,2,Yes,1,above_expected,White,Black,No,69900
Gasoline,No,Yes,3.6,Yes,8,avg,Gray,Beige,No,42000
Gasoline,No,No,5.3,Yes,5,above_expected,Black,Beige,No,39000
Gasoline,No,No,5.3,Yes,5,high,White,Black,No,49900
Gasoline,Yes,No,2,No,8,avg,Black,Black,No,8100
Other,No,No,6.2,Yes,5,above_expected,White,Black,No,42500
Gasoline,Yes,No,4.7,Yes,22,high,White,Other_Colored,No,3950
Gasoline,Yes,No,5,No,10,low,Black,Black,No,28500
Gasoline,No,No,6.2,Yes,4,verylow,Other,Black,No,84999
Gasoline,No,No,3.8,Yes,8,low,White,Black,No,20999
Gasoline,No,No,2,No,10,high,Silver,Gray,No,9495
Gasoline,No,No,3,Yes,13,low,Black,Black,No,16499
Gasoline,No,No,2.5,No,21,low,Red,Black,No,14900
Gasoline,No,No,3.5,Yes,5,above_expected,Black,Black,No,30275
Gasoline,No,No,6.2,Yes,5,verylow,White,Black,No,63900
Gasoline,No,No,6.4,Yes,4,avg,Gray,Other_Colored,No,62000
Gasoline,Yes,Yes,2.4,No,14,avg,Silver,Black,No,9000
Gasoline,Yes,No,6.2,Yes,6,avg,Black,Black,No,41100
Gasoline,Yes,Yes,3,Yes,10,low,Black,Other_Colored,No,26000
Gasoline,No,Yes,3,Yes,10,above_expected,Gray,Black,No,15400
Gasoline,No,Yes,2,Yes,7,avg,Red,Black,No,20500
Gasoline,No,No,2.4,Yes,1,avg,Other,Black,Yes,44596
Gasoline,Yes,Yes,6.6,Yes,13,low,Black,Other_Colored,No,80300
Gasoline,No,No,5.7,Yes,4,high,Gray,Black,No,34000
Gasoline,Yes,Yes,3.6,Yes,8,above_expected,White,Other_Colored,No,25900
Electric,No,No,,Yes,4,high,Blue,Gray,No,24900
Gasoline,No,Yes,2,Yes,4,low,Black,Beige,No,48000
Gasoline,No,No,6.2,Yes,1,low,Gray,Black,No,110000
Gasoline,No,No,6.2,Yes,2,low,Silver,Black,Yes,68590
Gasoline,Yes,Yes,5.5,Yes,7,high,Gray,Other_Colored,No,72777
Gasoline,No,No,5.3,Yes,7,avg,Black,Black,No,36590
Gasoline,No,Yes,3.5,Yes,8,avg,Silver,Black,No,30919
Gasoline,No,Yes,4,Yes,3,low,Other,Other_Colored,Yes,229900
Gasoline,Yes,No,3.6,Yes,9,high,Red,Black,No,12433
Gasoline,No,Yes,3.8,Yes,8,low,White,Black,No,138999
Gasoline,Yes,No,1.6,No,21,low,Red,Gray,No,5995
Gasoline,No,No,2,Yes,16,verylow,Blue,Black,No,13250
Gasoline,No,No,4,Yes,5,above_expected,White,Black,No,33333
Gasoline,Yes,No,3.5,Yes,16,high,Gray,Gray,No,9000
Gasoline,Yes,Yes,4.4,Yes,10,avg,Black,Black,No,24000
Gasoline,No,No,3.8,Yes,1,verylow,Other,Black,No,55000
Gasoline,No,No,2,No,16,verylow,Other,Black,No,19950
Gasoline,No,Yes,2,Yes,6,avg,White,Black,No,38999
Diesel,No,Yes,3,Yes,10,avg,Silver,Black,No,33500
Gasoline,No,Yes,3,Yes,1,low,Gray,Black,No,95580
Gasoline,No,No,3.5,Yes,16,avg,Other,Beige,No,7900
Gasoline,No,Yes,4,Yes,13,avg,White,Black,No,27000
Gasoline,Yes,Yes,3,Yes,6,avg,Black,Beige,No,53999
Gasoline,Yes,No,4,No,23,avg,White,Black,No,15000
Gasoline,No,No,3.5,Yes,1,high,Black,Black,No,39999
Gasoline,Yes,Yes,4.6,Yes,11,verylow,Silver,Other_Colored,No,40250
Gasoline,No,Yes,4.2,No,17,low,Gray,Other_Colored,No,29995
Gasoline,No,No,3.5,Yes,2,avg,Blue,Black,No,39390
Gasoline,No,Yes,3.5,Yes,16,low,White,Beige,No,11900
Gasoline,Yes,No,6.2,Yes,3,avg,Blue,Black,No,74500
Gasoline,No,Yes,2.9,Yes,7,low,Black,Black,No,78000
Gasoline,Yes,No,2.3,Yes,3,high,White,Other_Colored,No,36995
Gasoline,No,Yes,3,Yes,8,avg,White,Beige,No,31000
Gasoline,No,Yes,3,Yes,1,low,Red,Black,No,52000
Gasoline,No,No,3.5,Yes,4,avg,Black,Black,Yes,42998
Gasoline,No,No,3.7,Yes,14,avg,White,Black,No,13500
Electric,No,Yes,,Yes,6,high,White,Black,No,25900
Other,No,Yes,,Yes,29,verylow,White,Black,No,4500
Gasoline,No,No,3.6,Yes,7,above_expected,Gray,Black,No,26800
Gasoline,No,No,6.2,Yes,6,low,White,Black,No,39000
Gasoline,No,Yes,4,Yes,9,avg,Blue,Gray,No,29950
Gasoline,No,Yes,2.5,No,12,low,White,Beige,No,28900
Gasoline,No,Yes,5.6,Yes,12,high,White,Beige,No,11500
Gasoline,No,No,2,Yes,23,verylow,Other,Other_Colored,No,12000
Hybrid,No,Yes,2,Yes,2,avg,Gray,Black,No,44998
Gasoline,No,Yes,6.5,Yes,7,verylow,White,Other_Colored,No,449991
Other,Yes,No,6.2,Yes,10,low,Blue,Gray,No,27900
Gasoline,Yes,No,6.2,Yes,2,above_expected,White,Black,No,71999
Gasoline,No,Yes,2,Yes,12,high,Black,Black,No,10500
Other,Yes,No,,Yes,8,low,Black,Black,No,38000
Electric,No,Yes,,Yes,7,above_expected,Black,Other_Colored,No,36000
Gasoline,No,No,2.5,Yes,3,above_expected,White,Beige,Yes,25382
Gasoline,No,Yes,3.5,Yes,8,low,Red,Beige,No,27500
Gasoline,No,No,3.8,Yes,16,verylow,Other,Gray,No,20000
Gasoline,No,No,6,Yes,17,avg,White,Beige,No,17950
Gasoline,No,No,3.6,Yes,2,low,Black,Black,No,44646
Gasoline,No,Yes,3.5,Yes,1,low,White,Other_Colored,No,58998
Gasoline,No,No,3.5,Yes,6,above_expected,Black,Beige,No,14500
Electric,No,Yes,,Yes,5,avg,Gray,Black,No,58000
Gasoline,Yes,No,,No,2,low,White,Black,Yes,24998
Gasoline,Yes,Yes,4,Yes,10,avg,Black,Black,No,22500
Gasoline,No,No,2.4,Yes,2,low,White,Beige,No,38500
Other,No,No,5.3,Yes,17,above_expected,Gray,Gray,No,16900
Gasoline,No,Yes,3.6,Yes,9,above_expected,White,Beige,No,25000
Gasoline,No,Yes,3,Yes,15,avg,Other,Black,No,15000
Gasoline,No,No,2.7,Yes,2,high,Black,Black,No,49900
Gasoline,No,No,3.5,Yes,8,high,Black,Black,No,20000
Gasoline,No,No,6.2,Yes,3,verylow,Black,Other_Colored,No,479995
Gasoline,No,Yes,5.7,Yes,3,above_expected,White,Other_Colored,No,82000
Gasoline,No,Yes,4,No,16,low,Gray,Other_Colored,No,25999
Gasoline,Yes,No,4,Yes,13,above_expected,Black,Gray,No,12000
Hybrid,Yes,No,2,Yes,11,high,Silver,Black,No,11500
Gasoline,No,No,2,No,8,high,Gray,Black,No,16000
Gasoline,No,No,6.2,Yes,12,low,Red,Black,No,41500
Gasoline,No,Yes,4,Yes,2,verylow,Blue,Beige,No,156900
Gasoline,No,Yes,4.6,Yes,9,high,Black,Beige,No,37500
Gasoline,Yes,No,2.5,Yes,5,high,Black,Black,No,25500
Gasoline,No,No,1.5,Yes,3,avg,Black,Other_Colored,No,28979
Gasoline,No,No,5.6,Yes,3,avg,Black,Black,No,39884
Gasoline,No,No,2.5,Yes,12,avg,Black,Beige,No,9499
Gasoline,No,Yes,5,Yes,5,low,Black,Black,No,65000
Diesel,No,No,6.7,Yes,7,above_expected,Red,Black,No,42000
Gasoline,Yes,No,3.5,Yes,14,avg,Gray,Black,No,7000
Other,Yes,No,6.2,Yes,15,high,White,Black,No,12350
Gasoline,Yes,Yes,2,Yes,8,avg,White,Other_Colored,No,26999
Gasoline,No,No,2.3,No,7,low,Gray,Black,No,37000
Hybrid,No,Yes,1.8,Yes,10,high,Other,Beige,No,14000
Gasoline,No,No,3.6,Yes,7,high,Silver,Black,Yes,20599
Gasoline,No,Yes,3,No,9,low,Gray,Black,No,53500
Gasoline,No,No,2,Yes,4,low,Silver,Black,No,30000
Gasoline,No,Yes,3,Yes,11,avg,White,Other_Colored,No,19950
Gasoline,Yes,Yes,3.5,Yes,18,low,White,Gray,No,10995
Gasoline,Yes,No,6.2,Yes,16,low,White,Black,No,55000
Gasoline,Yes,Yes,3,Yes,13,avg,Black,Beige,No,15990
Gasoline,No,Yes,2.4,Yes,5,avg,White,Black,No,26000
Gasoline,No,Yes,3.8,Yes,9,verylow,Other,Gray,No,154900
Gasoline,Yes,No,5.7,Yes,5,above_expected,Black,Beige,No,40995
Gasoline,No,Yes,3.2,No,23,low,Blue,Gray,No,39000
Gasoline,No,No,5.3,Yes,2,above_expected,Black,Black,No,60894
Gasoline,Yes,No,5.7,Yes,14,high,Other,Gray,No,17700
Gasoline,No,No,6.2,Yes,12,low,Other,Black,No,26950
Gasoline,No,No,3.5,Yes,14,low,Gray,Black,No,12000
Gasoline,No,No,3.6,Yes,2,low,Red,Black,Yes,42599
Gasoline,No,No,6.2,Yes,6,verylow,White,Black,No,45000
Diesel,No,No,6.7,Yes,3,avg,Silver,Black,No,73600
Diesel,No,No,6.7,Yes,9,high,Black,Other_Colored,No,39950
Gasoline,No,No,6.2,Yes,1,low,White,Black,No,98000
Gasoline,No,Yes,,Yes,4,avg,Other,Other_Colored,No,199991
Gasoline,No,No,2,Yes,8,high,White,Other_Colored,No,24000
Diesel,Yes,No,7.3,Yes,23,above_expected,Black,Beige,No,17000
Gasoline,No,Yes,3,Yes,6,high,Blue,Other_Colored,No,29993
Gasoline,No,Yes,5,Yes,2,verylow,Black,Black,No,96500
Other,No,No,5.3,Yes,10,high,Gray,Gray,No,25500
Gasoline,No,Yes,5.5,Yes,7,low,White,Other_Colored,No,99000
Other,No,No,6.2,Yes,5,above_expected,White,Gray,No,40100
Electric,No,Yes,,Yes,2,low,Black,Black,No,36750
Gasoline,No,Yes,5.7,Yes,6,low,Black,Black,No,69500
Gasoline,Yes,Yes,3.5,Yes,5,high,Gray,Other_Colored,No,29000
Electric,No,No,,Yes,1,verylow,Other,Black,No,97500
Gasoline,No,Yes,3,Yes,7,avg,Gray,Beige,No,35999
Gasoline,No,Yes,3.5,Yes,10,avg,White,Beige,No,14195
Gasoline,No,No,2.4,Yes,11,high,Gray,Gray,No,11000
Gasoline,No,No,3.4,Yes,2,verylow,Blue,Gray,No,55000
Gasoline,No,No,3.6,Yes,4,high,Other,Black,No,31000
Diesel,Yes,No,6,Yes,19,avg,White,Beige,No,13000
Electric,No,Yes,,Yes,3,high,Red,Other_Colored,No,55000
Gasoline,No,Yes,4.7,Yes,10,low,Black,Black,No,27500
Gasoline,No,No,6.4,Yes,10,avg,Black,Gray,No,34000
Hybrid,No,No,1.6,Yes,2,above_expected,Black,Other_Colored,No,37500
Gasoline,Yes,No,3.8,Yes,9,high,Black,Black,No,17000
Gasoline,No,No,2.4,Yes,4,low,Silver,Black,No,25695
Gasoline,No,No,2.5,Yes,13,avg,Black,Black,No,6000
Gasoline,No,No,4,Yes,10,avg,Other,Black,No,27500
Gasoline,No,Yes,2,Yes,6,low,Black,Black,Yes,29998
Gasoline,No,No,6.4,Yes,3,low,Blue,Black,No,65000
Gasoline,No,No,3.3,Yes,9,high,White,Gray,No,13000
Gasoline,No,No,3.6,Yes,3,high,Black,Black,Yes,39127
Gasoline,No,Yes,5,Yes,8,avg,Silver,Black,No,35000
Gasoline,No,No,3.5,Yes,3,avg,Other,Black,No,29510
Gasoline,No,No,2.5,Yes,4,avg,White,Black,No,31700
Gasoline,No,No,5.3,Yes,4,low,Gray,Black,Yes,41986
Gasoline,Yes,No,2,Yes,15,avg,Red,Black,No,10000
Gasoline,No,Yes,3,Yes,9,high,Black,Beige,No,22500
Electric,No,Yes,,Yes,5,low,Black,Black,No,29000
Gasoline,No,No,2,Yes,5,low,Red,Black,No,26750
Gasoline,No,Yes,3.4,Yes,8,low,Gray,Black,No,67995
Other,No,No,5.4,Yes,13,high,Black,Beige,No,14300
Gasoline,No,Yes,,Yes,2,verylow,Other,Other_Colored,No,289991
Gasoline,No,Yes,4.4,Yes,7,avg,Gray,Black,No,46000
Gasoline,No,No,5,No,13,low,Black,Black,No,22000
Gasoline,Yes,No,2.4,Yes,8,high,White,Gray,No,5000
Gasoline,No,Yes,3.7,No,16,low,Black,Black,No,15000
Gasoline,No,No,3.5,Yes,2,avg,Black,Gray,No,47500
Gasoline,No,Yes,3.8,Yes,17,verylow,Blue,Other_Colored,No,72995
Gasoline,No,Yes,3.5,No,19,low,Silver,Black,No,18900
Gasoline,No,No,3.6,Yes,11,avg,White,Beige,No,13750
Gasoline,No,No,3.3,Yes,17,avg,White,Beige,No,6800
Gasoline,No,Yes,3.5,Yes,6,high,White,Black,No,28995
Gasoline,Yes,No,3.6,Yes,4,above_expected,Red,Gray,No,29444
Gasoline,No,Yes,3,Yes,2,verylow,Black,Other_Colored,No,89995
Gasoline,Yes,No,6,No,19,avg,Red,Other_Colored,No,21999
Gasoline,No,No,4,Yes,11,low,Blue,Black,No,36740
Gasoline,No,No,1.8,Yes,10,high,Blue,Gray,No,7500
Gasoline,No,Yes,3,Yes,9,avg,Silver,Black,No,29500
Gasoline,No,No,3.7,Yes,17,avg,Other,Black,No,9995
Electric,No,Yes,,Yes,3,high,White,Black,No,37000
Gasoline,No,No,3.7,Yes,6,above_expected,White,Gray,No,18000
Electric,No,No,,Yes,2,low,Gray,Black,No,82000
Gasoline,No,Yes,3,Yes,12,avg,White,Other_Colored,No,18000
Gasoline,No,No,4,Yes,1,verylow,White,Black,No,46500
Electric,No,Yes,,Yes,6,low,Black,Black,No,29999
Gasoline,No,No,5.8,Yes,27,low,White,Gray,No,9000
Gasoline,No,Yes,4,Yes,3,above_expected,Black,Black,No,130000
Gasoline,No,No,2.5,No,16,low,Gray,Other_Colored,No,12500
Gasoline,Yes,Yes,3.5,Yes,10,low,Silver,Other_Colored,No,18700
Gasoline,No,Yes,3.2,No,23,verylow,Red,Black,No,21000
Gasoline,No,Yes,1.8,Yes,10,avg,White,Beige,No,14500
Gasoline,Yes,No,3.5,Yes,17,low,Silver,Gray,No,11500
Other,No,No,3.6,Yes,10,high,Black,Black,No,6499
Gasoline,Yes,Yes,3,No,6,high,Blue,Black,No,34000
Diesel,Yes,No,6.7,Yes,7,above_expected,White,Gray,No,32999
Gasoline,No,Yes,3,Yes,9,avg,Blue,Gray,No,20399
Gasoline,No,No,3.6,Yes,4,avg,Red,Black,No,47500
Gasoline,No,Yes,6,Yes,15,verylow,Blue,Beige,No,63000
Electric,No,Yes,,Yes,5,low,Red,Black,No,38200
Gasoline,No,No,6.2,Yes,3,verylow,Silver,Gray,No,83900
Gasoline,Yes,Yes,3,Yes,9,low,Black,Black,No,19000
Gasoline,No,No,2,No,3,verylow,Gray,Black,No,28000
Gasoline,No,Yes,6,Yes,6,low,White,Black,No,115785
Gasoline,No,Yes,5,Yes,19,avg,White,Beige,No,7000
Gasoline,No,Yes,4.4,Yes,9,verylow,Black,Black,No,59900
Gasoline,No,No,5.3,Yes,9,above_expected,White,Beige,No,22999
Gasoline,No,Yes,5.4,Yes,23,verylow,Gray,Gray,No,11800
Gasoline,No,No,5.7,Yes,14,low,White,Gray,No,26900
Gasoline,No,No,5.7,Yes,17,low,Gray,Black,No,15000
Gasoline,No,No,1,Yes,16,low,Blue,Gray,No,5000
Other,Yes,No,5.7,Yes,6,high,Other,Black,No,38000
Gasoline,Yes,No,6,Yes,20,low,Black,Black,No,16500
Gasoline,Yes,Yes,4.4,Yes,9,avg,Black,Other_Colored,No,29000
Gasoline,No,Yes,4.2,Yes,16,avg,Red,Beige,No,7500
Gasoline,No,Yes,2,Yes,6,low,Gray,Black,No,27900
Other,No,No,2,Yes,7,high,Gray,Black,No,12500
Gasoline,No,Yes,4.7,Yes,10,low,Silver,Black,No,28500
Hybrid,No,No,2,Yes,2,low,Other,Beige,No,49999
Other,No,Yes,3.5,Yes,10,avg,Gray,Black,No,21500
Gasoline,Yes,No,3.8,Yes,16,avg,Silver,Other_Colored,No,9000
Gasoline,No,Yes,2,Yes,5,low,Silver,Black,No,30500
Gasoline,No,No,2.4,Yes,15,avg,White,Black,No,4200
Gasoline,No,No,3.5,Yes,18,low,Gray,Black,No,17900
Hybrid,No,Yes,1.5,Yes,9,low,Gray,Beige,No,53000
Gasoline,No,No,4.6,Yes,15,low,Red,Beige,No,36500
Gasoline,Yes,No,2,Yes,7,avg,Blue,Beige,No,12500
Gasoline,Yes,No,4.3,Yes,18,low,Blue,Gray,No,4000
Gasoline,No,Yes,3,Yes,5,high,Black,Black,No,49900
Gasoline,No,No,5.6,Yes,3,above_expected,White,Black,No,32612
Gasoline,No,No,3.8,Yes,2,high,Other,Black,No,47541
Gasoline,Yes,No,5.3,Yes,1,above_expected,Black,Black,No,67190
Gasoline,No,No,5,No,5,low,Blue,Gray,No,41000
Gasoline,No,Yes,2,Yes,7,high,Black,Black,No,18300
Gasoline,No,Yes,3,Yes,7,above_expected,Other,Beige,No,31599
Gasoline,No,Yes,3.6,Yes,14,low,Black,Black,No,51750
Gasoline,No,Yes,5.6,Yes,13,avg,White,Beige,No,12000
Gasoline,No,No,6.4,Yes,4,high,White,Gray,No,45515
Gasoline,No,Yes,3,Yes,0,above_expected,Gray,Beige,No,90000
Gasoline,No,No,2,Yes,7,high,Blue,Black,No,17390
Gasoline,No,No,6.2,Yes,3,high,White,Beige,No,95000
Gasoline,No,Yes,5.2,Yes,7,avg,Gray,Black,No,140000
Gasoline,No,No,6.4,Yes,3,above_expected,Silver,Black,Yes,43449
Gasoline,Yes,Yes,3.4,No,10,verylow,Silver,Black,No,85500
Gasoline,No,Yes,6,Yes,15,verylow,Black,Black,No,48500
Gasoline,No,No,4.6,Yes,9,high,Gray,Gray,No,27000
Gasoline,No,No,4,Yes,18,avg,White,Gray,No,16900
Gasoline,Yes,No,2,Yes,5,avg,Black,Beige,No,29000
Gasoline,No,No,2,Yes,10,avg,Black,Black,No,10995
Gasoline,No,Yes,4.4,Yes,3,low,White,Beige,No,86900
Gasoline,No,Yes,3,Yes,5,avg,Black,Black,No,60500
Gasoline,Yes,No,6.2,Yes,8,above_expected,Black,Beige,No,30500
Other,No,Yes,,Yes,31,verylow,Silver,Black,No,90200
Gasoline,No,No,6.2,Yes,6,low,Gray,Black,No,87150
Other,Yes,Yes,2,Yes,9,high,Silver,Black,No,15400
Gasoline,No,Yes,4.4,Yes,4,low,Silver,Black,Yes,99998
Gasoline,No,Yes,3,Yes,6,verylow,White,Beige,No,43000
Gasoline,No,Yes,2,Yes,4,verylow,Black,Black,Yes,30798
Gasoline,Yes,No,3.5,Yes,1,avg,Black,Other_Colored,No,63500
Gasoline,Yes,No,4,Yes,18,avg,Gray,Gray,No,8500
Gasoline,No,No,2.4,Yes,2,low,Gray,Other_Colored,No,32500
Gasoline,No,No,1.5,Yes,6,avg,Red,Black,No,17500
Other,No,No,2,Yes,7,high,White,Black,No,13895
Gasoline,No,No,2,Yes,3,avg,Gray,Black,No,25500
Gasoline,No,Yes,2.5,No,18,low,Blue,Beige,No,10299
Gasoline,No,No,2.7,Yes,3,low,White,Beige,No,48000
Gasoline,Yes,Yes,4,Yes,6,low,White,Beige,No,84500
Gasoline,Yes,No,2.3,Yes,7,avg,Black,Black,No,21000
Other,No,No,3,Yes,25,low,Other,Beige,No,8000
Gasoline,Yes,No,5.3,Yes,6,above_expected,Black,Black,No,35899
Gasoline,No,No,6.4,Yes,4,high,Red,Black,No,44900
Electric,No,Yes,,Yes,3,low,Gray,Other_Colored,No,45000
Gasoline,No,Yes,3.5,Yes,13,high,Black,Beige,No,9999
Gasoline,No,No,3.6,Yes,8,avg,White,Black,No,32798
Gasoline,No,Yes,2,Yes,6,high,Silver,Black,No,30500
Gasoline,No,Yes,4,No,8,verylow,Other,Black,No,210000
Gasoline,No,Yes,4.4,Yes,7,low,Other,Black,No,58000
Other,No,No,6.2,Yes,11,high,Black,Black,No,20500
Gasoline,No,Yes,3,Yes,6,avg,Black,Black,No,32000
Gasoline,No,Yes,3,Yes,4,verylow,White,Black,No,56598
Gasoline,No,No,2.4,Yes,6,low,Red,Beige,No,19500
Other,Yes,No,4.7,Yes,14,avg,White,Gray,No,12995
Gasoline,Yes,No,,No,9,high,Blue,Black,Yes,11498
Gasoline,No,Yes,6,Yes,8,verylow,Black,Black,No,79999
Gasoline,No,No,2.5,Yes,1,high,White,Black,No,31900
Gasoline,Yes,Yes,3.6,Yes,16,verylow,Silver,Black,No,69500
Gasoline,Yes,No,3.7,Yes,17,avg,Blue,Black,No,10000
Gasoline,Yes,No,3.6,Yes,10,high,White,Beige,No,11200
Gasoline,Yes,No,6.2,Yes,4,above_expected,Other,Black,Yes,48889
Gasoline,No,No,4,Yes,8,high,Black,Black,No,29000
Gasoline,Yes,No,6.2,Yes,9,above_expected,Black,Black,No,18800
Gasoline,Yes,No,2.5,Yes,9,avg,Silver,Beige,No,15000
Electric,Yes,Yes,,Yes,6,avg,Red,Black,No,30499
Gasoline,Yes,No,3.5,Yes,7,above_expected,Black,Black,No,16500
Electric,No,Yes,,Yes,2,high,White,Other_Colored,No,49500
Gasoline,No,No,3.5,Yes,7,high,Black,Black,No,27000
Gasoline,No,No,5.3,Yes,3,above_expected,Other,Other_Colored,Yes,42590
Hybrid,No,Yes,,Yes,8,high,White,Black,No,22998
Gasoline,Yes,Yes,3,Yes,13,low,Gray,Black,No,20000
Gasoline,Yes,No,3.5,Yes,12,above_expected,Black,Gray,No,15000
Hybrid,No,Yes,3,Yes,1,verylow,Blue,Black,No,124000
Gasoline,Yes,Yes,3.6,Yes,8,avg,Blue,Beige,No,30000
Hybrid,No,No,1.6,Yes,2,avg,Black,Gray,No,40599
Gasoline,Yes,Yes,3,Yes,7,low,White,Black,No,26125
Gasoline,Yes,Yes,4.2,Yes,18,verylow,Blue,Beige,No,18000
Gasoline,No,No,2.7,Yes,7,high,White,Black,No,26000
Gasoline,Yes,Yes,4.6,Yes,21,low,White,Beige,No,6000
Gasoline,Yes,No,5.4,Yes,16,avg,Other,Gray,No,15000
Gasoline,Yes,No,3.5,Yes,10,above_expected,Silver,Black,No,15500
Gasoline,No,Yes,5,Yes,12,avg,Silver,Black,No,10200
Diesel,No,No,3,Yes,1,avg,Black,Black,No,109900
Gasoline,Yes,No,5.3,Yes,3,low,White,Black,No,51500
Gasoline,No,Yes,3,No,15,low,Black,Black,No,19500
Gasoline,No,Yes,3.6,No,21,low,Silver,Black,No,24000
Hybrid,No,Yes,2,Yes,2,low,Silver,Black,No,42598
Gasoline,No,Yes,3.5,Yes,4,high,Other,Black,No,43599
Gasoline,Yes,Yes,3,Yes,6,low,Gray,Black,No,38000
Gasoline,No,No,2.7,Yes,5,avg,Red,Black,No,35670
Gasoline,No,No,3.6,Yes,5,low,Gray,Black,Yes,36139
Gasoline,No,Yes,2,Yes,6,low,White,Black,No,33000
Gasoline,No,No,2.3,No,16,low,Red,Black,No,6300
Hybrid,No,Yes,2,Yes,3,avg,Black,Black,No,42999
Gasoline,No,Yes,3.9,Yes,5,verylow,Other,Other_Colored,No,215000
Gasoline,No,No,1.8,No,23,low,Blue,Gray,No,7800
Diesel,Yes,No,6,Yes,21,high,Black,Beige,No,17999
Gasoline,No,Yes,4,No,2,verylow,White,Black,No,134000
Gasoline,No,No,2.5,No,8,high,Gray,Black,No,34000
Hybrid,No,Yes,2,Yes,3,high,Black,Black,No,40000
Electric,No,Yes,,Yes,6,verylow,Red,Other_Colored,No,59999
Gasoline,No,Yes,4,Yes,6,verylow,Black,Black,No,148500
Gasoline,No,Yes,2,No,3,above_expected,Black,Black,Yes,40598
Gasoline,No,Yes,3,Yes,11,high,Black,Black,No,20900
Gasoline,No,No,3.5,No,14,verylow,Black,Other_Colored,No,55000
Gasoline,No,Yes,4,Yes,5,verylow,Silver,Beige,No,77900
Gasoline,No,No,5.3,Yes,1,low,Other,Black,Yes,59590
Gasoline,No,No,2,No,11,low,White,Other_Colored,No,18000
Gasoline,No,Yes,3,Yes,3,high,Gray,Black,No,71000
Gasoline,No,Yes,3,Yes,10,high,White,Black,No,15000
Gasoline,No,Yes,2,Yes,8,avg,Red,Other_Colored,No,24000
Gasoline,No,Yes,3,Yes,6,verylow,Gray,Black,No,145000
Diesel,No,No,6.7,Yes,3,above_expected,Blue,Gray,No,52000
Gasoline,No,Yes,3,Yes,4,verylow,White,Black,No,57998
Hybrid,No,Yes,3.5,Yes,6,verylow,White,Black,No,143900
Gasoline,No,Yes,5,Yes,19,low,White,Beige,No,14000
Gasoline,No,Yes,4.3,Yes,22,low,Black,Black,No,15999
Gasoline,No,No,4.3,Yes,24,low,White,Gray,No,27500
Gasoline,Yes,No,3.6,Yes,3,high,Other,Other_Colored,Yes,42442
Hybrid,Yes,Yes,2.5,Yes,4,low,Gray,Black,No,33200
Gasoline,No,Yes,3.5,Yes,2,low,Silver,Black,No,54798
Other,Yes,No,5.3,Yes,19,low,Black,Gray,No,7999
Gasoline,No,Yes,3,Yes,9,low,White,Other_Colored,No,39998
Gasoline,No,No,6.2,Yes,5,avg,Black,Black,No,52500
Gasoline,Yes,No,3.5,Yes,9,above_expected,Black,Gray,No,17100
Gasoline,No,Yes,3.5,Yes,4,avg,Blue,Beige,No,32100
Gasoline,No,Yes,6,Yes,16,verylow,White,Other_Colored,No,81500
Gasoline,Yes,No,3.5,Yes,17,avg,Silver,Black,No,9975
Electric,No,No,,Yes,1,verylow,White,Black,No,95500
Gasoline,No,Yes,3.8,Yes,7,low,Other,Black,No,139000
Gasoline,No,No,2.5,Yes,12,avg,Silver,Black,No,8999
Other,Yes,Yes,5,Yes,9,high,Black,Other_Colored,No,26499
Gasoline,Yes,Yes,3,Yes,7,above_expected,Gray,Black,No,23300
Gasoline,No,Yes,5.6,Yes,12,avg,White,Beige,No,15600
Gasoline,No,No,3.5,Yes,5,above_expected,Black,Gray,No,32769
Hybrid,Yes,Yes,3.5,Yes,14,high,Black,Beige,No,10900
Gasoline,No,Yes,3,Yes,6,high,Black,Black,No,34900
Gasoline,Yes,Yes,2,Yes,6,above_expected,Black,Black,No,28825
Gasoline,No,Yes,5.2,Yes,4,verylow,Other,Other_Colored,No,267950
Gasoline,No,No,3.6,Yes,7,verylow,Gray,Black,No,47500
Gasoline,No,No,6,Yes,19,avg,Other,Black,No,22500
Gasoline,Yes,No,3.5,Yes,15,high,Gray,Black,No,7500
Gasoline,No,Yes,4,No,4,low,Blue,Black,No,124995
Gasoline,No,No,3.5,Yes,17,low,Other,Gray,No,9500
Gasoline,No,Yes,2,Yes,4,avg,Black,Black,No,28900
Gasoline,No,Yes,3,No,15,low,Gray,Other_Colored,No,19999
Gasoline,No,No,6.2,No,2,high,Blue,Black,No,50000
Electric,No,No,,Yes,1,above_expected,Gray,Black,No,45000
Diesel,Yes,No,6.6,Yes,2,avg,Black,Black,No,73995
Gasoline,No,No,2.5,Yes,4,low,Other,Gray,No,23599
Gasoline,No,Yes,4,Yes,4,avg,Other,Beige,No,188500
Hybrid,No,No,3.4,Yes,1,verylow,Black,Black,No,85000
Gasoline,Yes,Yes,3.7,Yes,11,avg,Gray,Other_Colored,No,15499
Gasoline,No,No,3.5,Yes,4,high,Blue,Gray,No,39687
Gasoline,No,No,2,Yes,3,above_expected,Silver,Black,No,26299
Gasoline,No,Yes,5,Yes,8,verylow,Black,Black,No,54900
